tweet_id,tweet,sarcasm_label,sarcasm_type
684579304143982000,Jeb Bush has been derided so much for being â€œlow energyâ€ that he is in danger of losing the exclamation point after his name. #GOPdebate,not_sarcastic,
1087370849794090000,http://t.co/axK2q4ZmkL What natural #healing remedies can you take to #heal #depression without #drugs http://t.co/83G7Bus2UN,not_sarcastic,
1086600521698420000,This is what you need to know before using #drugs in #Amsterdam - 10 Tips! http://t.co/bBWbaYmjwf #SundayBlogShare http://t.co/oRYLDttczx,not_sarcastic,
1045481324973340000,The only thing Scott Walker is good for at this point is making Jeb Bush look not so bad. #gopdebate,not_sarcastic,
1035733676770950000,"If you were a nude high heeled patent leather shoe, a bit of a loner who likes to live outside the wardrobe, where would you hide? #late",not_sarcastic,
1083059976376060000,"Well lookie here..... It's not your fault, it's in your blood #Sarcasm ",sarcastic,sarcasm
1087215762232820000,Authorities investigating possibility of suicide in death of Ill. policeâ€¦ http://t.co/Gfj7sUktBp #politics #Fox,not_sarcastic,
1081409195314990000,#news RT hbrown10: Insiders host barriecassidy says Scott Morrison has been offered position as Treasurer in new Australian Cabinet.,not_sarcastic,
1087421146071510000,"#TyoNews Officials at Zion National Park: 3 Killed, 4 Missing After Flash Flooding Washes Through Park: ... http://t.co/wfjcEJUT8L #News",not_sarcastic,
994412648249769000,Hear my take on the #election2016 on the #LeslieMarshall Show at https://t.co/JkECPjumsA @UniteBlue #GOPDebate #P2B http://t.co/2PKQBP0Xph,not_sarcastic,
1090717191173890000,.@jeremycorbyn appoints #Vegan @KerryMP Kerry McCarthy to deal with Britain's farmers  http://t.co/JzBwDHaQll  #Animals #Food #Politics,not_sarcastic,
1090720078721470000,LOTFI: 8 Crucial Questions Before The Next #GOPDebate - Ben Swann's Truth In Media http://t.co/XXCZkE1GLm #CNNDebate,not_sarcastic,
1090355236261240000,#news Why plates and what's on them need to be downsized for better health http://t.co/atM7Vghpes http://t.co/KqHTU9xEfw,not_sarcastic,
1044765853147950000,The meteoric rise of Salesforce in one chart http://t.co/guE1gO8yr2 #Software #News,not_sarcastic,
1077762347362600000,"KCBX Terminals settles petcoke lawsuit, will pay $35k in fines: KCBX Terminals, a company thatâ€¦ http://t.co/RGEsAPxoS3 #Chicago #News",not_sarcastic,
1025728887433640000,"Snapchat, we're  at a score of 44000 and you're just adding in trophies now. #late",not_sarcastic,
595706691615924000,Export-Import Bank Standoff Cited as G.E. Shifts Jobs http://t.co/OyVLzobbbz #politics,not_sarcastic,
1088461823844720000,#News #fb Texas Man Gets 10 Years Probation For Death Of Transgender Woman http://t.co/vxnJopum8g http://t.co/B9pyQ0mEvm,not_sarcastic,
1082032226974330000,VIDEO: 'Panicked' border sprint as razor-wire goes up http://t.co/74UipbuQJM #News,not_sarcastic,
1076002868753130000,Falcons say goodbye to Peter Konz http://t.co/XlbnVKTEoJ #NFL #News #Playoffs,not_sarcastic,
527553419637039000,My coworkers were thrilled to see I now have drumsticks for pencils today #sarcasm #officefun #DeskMakesaGoodDrumset https://t.co/ecRlpOr1k1,sarcastic,sarcasm
578619575375241000,Who needs those starving children in Africa? I'm too lazy to walk down the stairs. #endmyhunger #sarcasm,sarcastic,sarcasm
1084904343256660000,"You can knock your wife out cold, you can choke a woman and throw her on some guns. But don't even THINK about deflating footballs! #Sarcasm",sarcastic,sarcasm
1058308246790950000,at Cameron's last swimming lesson and it's a pool party. 30 screaming kids and giant floats splashing everywhere. Such fun. #sarcasm,sarcastic,sarcasm
1091661466388880000,A friend asks if some days I ever feel like being a little mean to people.  *Snort* More like a lot mean every day. #Sarcasm,sarcastic,sarcasm
1090951982951610000,Every group is a squad and every squad seems to be on point #squad #onpoint #sarcasm,sarcastic,sarcasm
1090616854190710000,"Lose 2 straight to TB, but if we win 3rd (still lose the series 1-2 to bad team), that means we're in this! #sarcasm https://t.co/q0g6Afmoak",sarcastic,sarcasm
1090315646724900000,"@SportsTalkATL yeah, let's get rid of 4 good players with upside for a Punk prima Donna #sarcasm These trade deadline articles are a joke!",sarcastic,sarcasm
1091268552944950000,I can't get enough of this Tom Brady story. #Sarcasm,sarcastic,sarcasm
776480255733272000,@HP Yea! great product! If you want to lose all your data in a year and be forced to pay to restore it #sarcasm #HPsucks #boycottHP,sarcastic,sarcasm
997801714286723000,@AlyssaLafage @SaveJersey ...but PP is non-profit! They don't have the money to donate. #sarcasm,sarcastic,sarcasm
1084131570787760000,â€»Â¤ #peace symbol guitar pick #earrings #original http://t.co/4KTy0IQt8O http://t.co/zo0sWlQ9AR,not_sarcastic,
1033383646999330000,#News #MostRecent Police: Prep school grad denied having sex with girl http://t.co/nD5tIV8xmy via @CNN,not_sarcastic,
1090252704239230000,I hope YUNG JOC allllwwwaaaayyssss wears a condom like OMMGGGG EEEEEEEWWWWWWW #LoveAndHipHopAtlanta #Late,not_sarcastic,
1085797827551220000,Serenity #peace #nature #canada #beauty #fashion #trends #waterfall #redjacket #katrinakaif #iwishâ€¦ https://t.co/9iGxdUopqZ,not_sarcastic,
1057025086119650000,Today's headlines - check it out. #News https://t.co/KAAiWCenCY via @Clyp_It,not_sarcastic,
1088176696283610000,Just discovered hip hop to be really interesting. #chilling #hiphop #lateiknow #late #lol,not_sarcastic,
958123047923437000,"In other news, I have found out that some of our other footage got audio desynched...WOOO. #sarcastic #letsplayproblems #editing",sarcastic,sarcasm
957574335262273000,#Politics Trump ejects Univision reporter from press conference: http://t.co/DJfKALPPRq... http://t.co/cDYPTCgYYO #TCOT,not_sarcastic,
957570287868014000,"#Politics Traitor Senators Took Money from Iran Lobby, Back Iran Nukes: Traitor Senators Took Money from... http://t.co/yMvQwVFRbD #TCOT",not_sarcastic,
1088713935803550000,Donald Trump insults Megyn Kelly: Is belligerence the core of his appeal? - Christian Science Monitor.. http://t.co/KzDsm8EpS9 #news,not_sarcastic,
1088094765953020000,"#Politics Traitor Senators Took Money from Iran Lobby, Back Iran Nukes: Traitor Senators Took Money from... http://t.co/yMvQwVogk5 #TCOT",not_sarcastic,
1088014934611500000,Politico: Meet the liberals who love Trump http://t.co/DFvkYIyqhO #politics #p2,not_sarcastic,
1087996102408890000,"""I am an optimist. It does not seem too much use being anything else."" ~Winst... #dailyqotd #qotd #Inspiration #Peace http://t.co/v840qxb4X2",not_sarcastic,
56215316157571000,".@DavidPStoker puts forward that ""the economic models we rely on have failed"" during our #JeremyCorbyn debate with @Colin_Bloom #politics",not_sarcastic,
58359794020519900,#Maine getting $2.25 million in #federal funds to #fight #drugs - Sep 13 @ 1:06 PM ET http://t.co/6HzHaMGzEq,not_sarcastic,
32500356650897400,Ang aga namang christmas lights nito more red more fun ^_^ #trafic #katipunanave #late #qc https://t.co/xyXrBQoVwG,not_sarcastic,
24856149526319100,"Morning @JoeHockey &amp; @TurnbullMalcolm etc... #Long #Story #short, #exactly #precisely #why am I #paying #rent #assitance? ""Re's D #peace ðŸŒâœŒï¸",not_sarcastic,
1017020015424490000,#News Fair on Nigerian rice holds http://t.co/3rP4j8nNjY,not_sarcastic,
1035451053368640000,Day 256: Listen to your body before it fails on you. #late #365days,not_sarcastic,
935504654322069000,This week just keeps getting better and better #sarcasm #outoftownbound,sarcastic,sarcasm
1071195058240670000,"Trump says high CEO pay is a joke, 'disgraceful' http://t.co/qLQKgadw2N #News #Politics",not_sarcastic,
933772348314062000,"Finland is deep in shit. If you could follow fin soc med flow. Typical fin mentality, shouting, no solutions #fin #internaldev #politics",not_sarcastic,
1023647705460100000,Enormous thanks to @joannamartin and @SolarEventsUK for fab day #shiftps2015  #peace :),not_sarcastic,
1008018463103770000,I can assure you that no animals were hurt in the making of my chocolate but mildly obese children were severely punished. ,sarcastic,sarcasm
1082883371049470000,i guess i cant follow the story because i didnt see the first 2 sharknados #Sharknado3 #sarcasm,sarcastic,sarcasm
1088537458210460000,I LOVE people who don't 'reply all' consistently in emails so I have to keep copying everyone else back in on my responses! #sarcasm,sarcastic,sarcasm
1088377736266210000,It would be a shocker if #athletics bullpen blew this lead. #sarcasm  https://t.co/UmvPTx7JWB,sarcastic,sarcasm
1075390230990070000,Hello @ROBLOX #MAINTENANCE nice to see you again... #SARCASM,sarcastic,sarcasm
1090676618190870000,"I dont care if my man cheats, i love him . and that only means our love is stronger than any side bitch he's had..#trolling #sarcasm",sarcastic,sarcasm
769423300426539000,"@therealcliffyb Great, just what we needed. A movie where the poop emoji comes to life. #Sarcasm",sarcastic,sarcasm
1062460338812210000,Big shout out to @TPExpressTrains  starting my day well #sarcastic # cancelled train,sarcastic,sarcasm
1072117899630910000,Pioneer of new science in IITD. #sarcasm https://t.co/mze3h9woxr,sarcastic,sarcasm
981897911452749000,@tanu531d @imra_mra @Indian_drifter @PixelProject @NYTmag @DeepikaBhardwaj who cares. UN need to give report to certify it. #sarcasm,sarcastic,sarcasm
1083526034262230000,@Jrmorong I'm sure this is a quality read. #sarcasm https://t.co/OBFSU5uhbH,sarcastic,sarcasm
1084712690638110000,There's nothing like being told you gotta report to on base at 4 in the morning!!! #sarcasm,sarcastic,sarcasm
946181675184254000,#Drugs #Druggists #Sundries #Wholesalers : slight Sep 2015 market. http://t.co/BgPHFt3hi9 #Revenues #MarketResearchReports #mrx,not_sarcastic,
1086640433256640000,"@POTUS @RealJamesWoods @RealBenCarson @realDonaldTrump @tedcruz #gopdebate ""We the people demand Justice"" @POTUS has betrayed America...",not_sarcastic,
1020335679644020000,US thwarts threat against Pope Francis on eve of trip to America http://t.co/UOsaTpwtRE #news #politics #health #â€¦ http://t.co/4rVMJD0lnK,not_sarcastic,
967909318250115000,'Case Disrupted' Ahead of Pope Francis Visit to US http://t.co/2yXJTpSmFB #politics,not_sarcastic,
1088705731178710000,"@David_Cameron and you are a threat to the sick, disabled and the poor.  You are guilty of war crimes in Libya #camoron #danger #politics",not_sarcastic,
1090287939798610000,#NigerianDailyNews Indian agriculture minister backs 'yogic' farming: Radha Mohan Singh says yogic farmi... http://t.co/RYIGyYuHfS #news,not_sarcastic,
1000357559717490000,Hiiiiiiiiiiiiii!! Thanks for calling Bell!! #overtired #late night #workselfie #callcenterlifeâ€¦ https://t.co/J3tD74yKqL,not_sarcastic,
1036406864068730000,"#UCWRadio  Cate Blanchett Set for Lead â€˜Carolâ€™ Oscar Push, Rooney Mara Supporting http://t.co/fkcoRcbtw4 #TV #News",not_sarcastic,
1034209134067890000,Some political humor and pranks for you: https://t.co/cVB4Z5pMQy #politics #trump #donaltrump #troll #prank @realDonaldTrump @NBCNews,not_sarcastic,
1049943194228710000,"To all my Jewish friends, Happy Rosh Hashana. May your New Year be blessed, peaceful, &amp; joyful. #Peace #RoshHashana http://t.co/yKCIf6WYHo",sarcastic,satire
881575283811381000,Julia hates coffee but works at Starbucks,sarcastic,irony
1046449149313470000,We are looking forward to the Second Summer #STEM Grantee meet-up tomorrow! See everyone in the morning! #atx #education #afterschoolmatters,not_sarcastic,
1047251865602280000,"Music licensing for schools, etc: http://t.co/YNW502frmY #education #podcasting #musiclicensing",not_sarcastic,
655146928972369000,Find your writing center http://t.co/gBRdkottVc #writing #education #inspirational #lol â€¦ http://t.co/ituHlYwr2y http://t.co/xmk5w1ZVyi,not_sarcastic,
223512489437048000,#iOS 9 Can #Tell You When Your Bus Is Running #Late | WIRED http://t.co/wW25MbkUmc #tech #1minRead @wired,not_sarcastic,
1039645518563950000,Top Blogger templates http://t.co/5MHasPuDEc #blogger #education #inspirational #lol #fuâ€¦ http://t.co/gvfNTBuahK http://t.co/lLHTL5MIWo,not_sarcastic,
1079066916382210000,A Beloved Dying Dog Gets to Play in the Snow One Last Time http://t.co/vXdhNS2mDp #Humor,not_sarcastic,
1084916389935230000,Nightmod | Developer Tools | Education Mac App | ** | â–¼ FREE NOW | #Developer #Tools #Education 9+ #Mac #App #iOS http://t.co/zscT62YApo,not_sarcastic,
1086724578930450000,Save the Whale Spear a Honda #1Liner #GreenPeace #DareToDo #Honda #Humor #wisdom http://t.co/O50HMvxS9d,not_sarcastic,
1086494472685340000,"Please swipe right, please. - for more -&gt; http://t.co/J5Fd4ZMYkY #tinder #fails #humor http://t.co/5gl3wHAiJF",not_sarcastic,
1079500780607060000,If I had a dollar for every tweet I've made at least I'd be on minimum wage #1liner #IARTG #humor #WhereYaAt #read  http://t.co/p04MxGVcQd â€¦,not_sarcastic,
1044266489912650000,Our reading guides make minds work. #education #books #teachers #reading http://t.co/8KvU43AUrm #primary http://t.co/LUJPBvVR4w,not_sarcastic,
1048282388793570000,Check out my latest brilliant passenger. David talks about #StarWars #Yoda #simpsons #education #ForeignAid #London http://t.co/vyXj9kC8o0,not_sarcastic,
1051214334855130000,Brand new muaic video coming soon !!!! Cant wait to show you all :) #click22 #22hours #late #video,not_sarcastic,
1091883529783380000,#WakeUp #Peace #Love #People #WorldWide #Music #MusicHealsHearts #MusicIsWhatFeelingsSoundLike I'll stand by you https://t.co/6edSkwIjAY,not_sarcastic,
1081713873927850000,Those Australians Have Some Mighty Interesting Sayings http://t.co/h5Wgbda0tX  #brocave #humor #viral,not_sarcastic,
1091048058765360000,"U tweeps are a fickle bunch.  ;-)  #NLP Polarity Responders.  Ask one thing, get another!  #irony #socialmediamarketing #socialmedia",sarcastic,irony
1090978871279820000,"This bitch is afraid of IV needles! Not solo in deep, dark African slums. needles (req'd to go to said slums) #irony http://t.co/E8rQQ6Gn1W",not_sarcastic,
1090947826337630000,Wow @JebBush how's it feel to know your brother helped create @ChrisChristie? Oh the #irony #CNNDebate #reiders,not_sarcastic,
1022449156659580000,@jcahealey fatso hates #SCOTUS BUT had they ruled #GayMarriage illegal by a 5-4 decision he`d be blowing 6 of em #Irony,sarcastic,rhetorical question
1086674479969980000,"@AnnCoulter Considering Obama got a supermajority from Jews in two elections, it's fitting he sets up Iran to nuke Israel. #Irony",not_sarcastic,
822494537218228000,A page that tells a story: Third of worlds population is malnourished &amp; marine life dips 50% in 40yrs. What an #irony http://t.co/jdIa8yUonw,not_sarcastic,
1064623848543390000,Happy sunday y'all! I had to take a pic of my makeup before I mess it up. #selfie #sundayselfie #happy #love #peace,not_sarcastic,
1078732769298180000,"U tweeps are a fickle bunch.  ;-)  #NLP Polarity Responders.  Ask one thing, get another!  #irony #socialmediamarketing #socialmedia",sarcastic,sarcasm
1085915056976450000,"This bitch is afraid of IV needles! Not solo in deep, dark African slums. needles (req'd to go to said slums) #irony http://t.co/E8rQQ6Gn1W",not_sarcastic,
797172808828747000,Wow @JebBush how's it feel to know your brother helped create @ChrisChristie? Oh the #irony #CNNDebate #reiders,not_sarcastic,
1073654445991510000,@jcahealey fatso hates #SCOTUS BUT had they ruled #GayMarriage illegal by a 5-4 decision he`d be blowing 6 of em #Irony,not_sarcastic,
1071810544032800000,"@AnnCoulter Considering Obama got a supermajority from Jews in two elections, it's fitting he sets up Iran to nuke Israel. #Irony",not_sarcastic,
1068444264370180000,A page that tells a story: Third of worlds population is malnourished &amp; marine life dips 50% in 40yrs. What an #irony http://t.co/jdIa8yUonw,not_sarcastic,
1074762446517090000,@CalebGrunzke Yet selective quoting of The Bible has been used by gov't to justify slavery segregation &amp; cultural genocide etc #irony #scary,not_sarcastic,
1083816438735880000,"Wit has truth in it; wise-cracking is simply calisthenics with words.  ~Dorothy Parker
#quote #humor",not_sarcastic,
948242278400823000,Don't forget that on the #roadtoparis #creativity + #humor will save us Thanks @wkamkwamba @TEDTalks #COP21 http://t.co/lNIdLiSHm1,not_sarcastic,
862948736904962000,The Orbiter Ride http://t.co/Xi8112vipJ #CountyFair #humor,not_sarcastic,
1014660589828930000,porn for kids http://t.co/b36aMMJzmd #meme #humor,not_sarcastic,
943543699652218000,"#Missing those #days.... #Late Night #Bunk from #Home, #Dinner, #Ghumna #Firna, #Mauj #Masti without #Tension... http://t.co/K5NvVmn5wH",not_sarcastic,
1061716351365010000,"http://t.co/w0kmlH79OO #howto #design engaging #web #experiences, don't forget #humor and easy #navigation - #greatexamples @lasselikesyou",not_sarcastic,
1088971951648000000,Be Careful Who You Make Angry #humor 4 http://t.co/mxVriPmGZy,not_sarcastic,
975058441629773000,#Review: My Life in Hidey Hole Hollow #humor #paranorma #life #memoirs 4 http://t.co/hvcovl9wch,not_sarcastic,
1076524083767140000,"Jiggered the web site to come up on home page - take a look see!
http://t.co/EhkQVreKZC
#sciencefiction #humor #SFRTG #IAN1",not_sarcastic,
1076058635216830000,porn for kidsFollow For More On Your Dashboard http://t.co/qY36YyUXqh #funny #humor #lol #meme http://t.co/j5M97z4mu9,not_sarcastic,
1069008258864750000,"""Hospital Humor - When You Just Need to Pee #nurses #hospitals #humor #hospitalgowns"" 9 http://t.co/X1uRuSZnji",not_sarcastic,
1039993772862570000,Your #Humpday Cyber Good Fortunes: Post a tweet using #BODFortune and receive a DM of #hope #humor #joy #wisdom,not_sarcastic,
1091750275201740000,A woman has the last word in any argument. Anything a man says after that is the beginning of a new argument. - Joe Moore #quotes #humor,not_sarcastic,
677935939562311000,â€œI canâ€™t remember. Itâ€™s a long time ago.â€ He knew she was lying @Diane_Saxon's #romance Finding Zoe http://t.co/47ovO8SGaU #humor #contemp,not_sarcastic,
1089976905946800000,"ðŸ˜ˆ ""May the forces of evil become confused on the way to your house.""
George Carlin
#quote #qotd #humor  http://t.co/e6n4Hnt31c",not_sarcastic,
1007291760542990000,"Trouble With Bangs: http://t.co/UhxvYvVGRk  #humor #art #badhairday  
#FindaWaytoSmileEveryday",not_sarcastic,
420289727778934000,"http://t.co/X2YBPyzA2q #howto #design engaging #web #experiences, don't forget #humor and easy #navigation - #grâ€¦ http://t.co/qZHlS5yBDx",not_sarcastic,
337521507775418000,Check out the new post! http://t.co/se2EiG4Lu5 #onlinedating #firstdates #humor http://t.co/99F7mlvxzL,not_sarcastic,
1072962577637010000,porn for kids http://t.co/ZyGwxwXCkD #meme #humor,not_sarcastic,
1076887808210590000,Better perspectives on life in book: Fantasy Fulfillment in Vegas - http://t.co/0X3DuP9wU3 - #HUMOR,not_sarcastic,
1090603356417120000,Daily blog post everybody! This one's a bit comical. It Sucks To Be Pac Man. #writing#writer #amwriting #humor #nerds http://t.co/0KKA95aopz,not_sarcastic,
1090958810078990000,Goes on a field trip to Chicago http://t.co/Y5YAqYlIAQ #funny #humor,not_sarcastic,
1065425740617920000,"Rave Reviews Book Club's ""SPOTLIGHT"" Author Blog Tour: Larry Hyatt http://t.co/bo2BKDYyxW #RRBC #ASMSG #Humor",not_sarcastic,
563637341190123000,"""What happened?"" ""Henry has had a heart attack, brought on by the knife in his chest."" #quote #movie SCARY MOVIE 4 #humor",not_sarcastic,
562226953114361000,Why I'm not allowed to cook dinner anymore http://t.co/obGnvY0Q6b #funny #humor,not_sarcastic,
1090008165444440000,And this is why I don't wear color anymore... http://t.co/K3e3kRKYsq #humor #funny http://t.co/5PWAgOSMsY,not_sarcastic,
1053783946830470000,Working girl. ðŸ“‹ðŸ“‡ðŸ“ƒðŸ˜´ #tired #eyes #working #late #admin https://t.co/gyMCUXaTX7,not_sarcastic,
1055089615332360000,Rides at the State Fair: Filled Seats http://t.co/awNEX1NmuC PHOTO #humor,not_sarcastic,
1052328108898960000,#pain #Painkillers #drugs http://t.co/yhJfOI7iNG (Reuters Health) - Two new studies out today in JAMA Psychiatry â€¦ http://t.co/Ogw2QUvs9t,not_sarcastic,
1088136554407730000,"Opportunity knocks only once, but temptation bangs on the door for years. - Joe Moore #quotes #humor #quote",not_sarcastic,
1091318827504360000,"Humor is a reminder that no matter how high the throne one sits on, one sits on one's bottom.  ~Taki
#quote #humor",not_sarcastic,
1090915890739200000,Woman Overjoyed By Giant Uterine Parasite http://t.co/Z3Zj6oEisM via @theonion #childfree #childfreebychoice #feminism #humor #parasitology,not_sarcastic,
1089923735413570000,@CritJuice I believe you're welcome #late,not_sarcastic,
969999311529500000,"If money makes the world go round, it's humor that keeps it from spinning out of control. ~Craig Kimberley #quote #humor",not_sarcastic,
1085603148272670000,@Philbrook downtown hosting conversation with Dan Piraro. Thanks for kicking off our year-long events on #humor http://t.co/wfnV2P2TtD,not_sarcastic,
816204906180775000,#Late #Karaoke #Sunday 10PM #Food served until 1:20AM #Westside #SantaMonica #Venice http://t.co/17wVsfrfq3,not_sarcastic,
1045026006271240000,My house was clean last week. Sorry you missed it #humor #play,not_sarcastic,
323204360253345000,Some humour for the night. #luxuryholidaylodge #sleeps12plus #cottage #humor #humour ,not_sarcastic,
1020638805634820000,That one time I photobombed the cool kids.  #lol #humor #photobomb #photoshopfun #funny http://t.co/OgIaZwr6bv,not_sarcastic,
1039615095435870000,"Thought it's a lake,... #humor #funny #comedy #lol #fun http://t.co/TbvR5LxQVZ",not_sarcastic,
1033045194264980000,"Did @RyanHoliday's line strike anyone else as funny? ""Stoic Week [is] upon us once again. This is exciting to me"" #philosophy #humor",not_sarcastic,
1032338960742260000,JIMMY HOFFA CALLED MY MOM A BITCH: PROFILES IN STUPIDITY by @JHVines from @waldorfbooks http://t.co/KOcWFJ8mTF #humor,not_sarcastic,
1088871745313030000,"Wine, women, and song. What could possibly go wrong? â˜…â˜…â˜…â˜…â˜… A CASE OF SOUR GRAPES http://t.co/ADuziDZgaN #mystery #wine #goodreads #humor",not_sarcastic,
983324405462913000,"Shit.  It's too #late now ðŸ˜‚ðŸ˜‚ 
#lol https://t.co/BEki9tDrBS",not_sarcastic,
990388295338201000,Haha when my friend sends me a snapchat of my ex's truck. #humor #ew #thanks4that @DrozdZach,not_sarcastic,
924440420893057000,Image via We Heart It http://t.co/Uq6gXAGxR4 #fame #humor #life #money http://t.co/Uq6gXAGxR4 http://t.co/XijAnNUaqI,not_sarcastic,
151756242690375000,For realz!! #humor and #drought  https://t.co/fyQGz4KXXp,not_sarcastic,
1087787147011210000,Do you want people to swipe left? - for more -&gt; http://t.co/J5Fd4ZMYkY #tinder #fails #humor http://t.co/jkxn0jS4en,not_sarcastic,
1082658794608430000,"Sentiment Building to Deport Nationâ€™s Billionaires, via @BorowitzReport http://t.co/Ol1Nayccti #Humor #NoNotReally http://t.co/2Ehyq9rZ1a",not_sarcastic,
1080861536107880000,"StopMotion in Barcelona http://t.co/Py6EALESaf
 #ESHUMORcom #video #humor",not_sarcastic,
1079417602257150000,"The Weeknd has so much talent, but raps about irrelevant stuff. Its a shame.... #drugs #sex #cars #money",not_sarcastic,
1067986549990720000,Thanks to all you #BoldandBeautiful @twitter fans for making me laugh today. Love your snark! #Wit #Insight #Humor #Logic #CommonSense,not_sarcastic,
1038491906454500000,David Byrne Has a Public Lending Library http://t.co/3FlKRmaIOW #humor #librarians,not_sarcastic,
1031895955283620000,#Roscallion by @LTCartoons &amp;amp; @tomkerr #onions #scallions #humor #funny #silly #weird #rad #bizarre #ltcartoons http://t.co/2PyRp8joWp,not_sarcastic,
1025459424813570000,"Nurses aren't supposed to laugh....... http://t.co/txqZlIPAYW
 #jokeoftheday #humor #joke #funny",not_sarcastic,
1078665402132120000,"Lil' Kim got my sandwich. Look out- Russell Crowe's got a phone!  Don't pee on me! MY LOVELY LADY LUMPS! "" #movie SCARY MOVIE 4 #humor",not_sarcastic,
780977199230877000,"The space suit one is outdated, but you get the idea. - for more -&gt; http://t.co/J5Fd4ZMYkY #tinder #fails #humor http://t.co/3BWTpb2Jbq",not_sarcastic,
780975702703210000,"A person without a sense of humor is like a wagon without springs â€” jolted by every pebble in the road. ~Henry Ward Beecher
#quote #humor",not_sarcastic,
780975526668341000,"Looking to reach a captive, passionate audience of #humor and #healthcare pros? Become an AATH sponsor! http://t.co/53sY2aTBfi",not_sarcastic,
1081576541853750000,"If I had no sense of humor, I would long ago have committed suicide.  ~Mahatma Gandhi
#quote #humor",not_sarcastic,
1031944394692280000,More Funny gifs @ http://t.co/R9w9aHMKz1 #gifs #funnygifs #funny gif #humor #lol http://t.co/JHJQ0yvW8z,not_sarcastic,
1083177509624200000,More Funny gifs @ http://t.co/UXzsiN52Al #gifs #funnygifs #funny gif #humor #lol http://t.co/miRa8inhNt,not_sarcastic,
1083470027733380000,"Guapo cantando: -You make me feel soâ€¦ http://t.co/OwE6METXxd
 #ESHUMORcom #guapo #humor #video",not_sarcastic,
1084368148281740000,You will not mention I need a husband. Capiche? @GoddessAsh's #pnr How to Date a #Dragon http://t.co/F0Fvmif64f #shifters #vampires #humor,not_sarcastic,
1084352926498220000,"""I'll let you down one day."" #balloons #humor https://t.co/dtx8LqTO4I",not_sarcastic,
1084337512334540000,Count your blessings... #humor #funny #memes #foodmeme http://t.co/AjXfIEoX6O,not_sarcastic,
1083547479478390000,Truth in #wine. And #parenting. #bluntmoms #funnypictures #humor #HumpDay #happy #happyhour #alcoholâ€¦ ,not_sarcastic,
1135165533807080000,Can #mentalillness be funny? Where is the line between #humor and #stigma? http://t.co/Ig9VznSzPf,not_sarcastic,
1046059357346150000,"Stop the slaughter 
#ticklemefunny #facebook #inspirational #quotes #wsnr #funny #humor #humpday #Vegans #peta ",not_sarcastic,
966779769487544000,I Love You THIS Much! http://t.co/ipfSM8AzY5 #Fair #humor,not_sarcastic,
874298098196946000,Do you do this? RT @moha_doha: Dad Goes #Facebook - #Humor #DadChat http://t.co/1WRvc9TvcD,not_sarcastic,
